context_id	word	gold_sense_id	predict_sense_id	positions	context
1089	дым	1.1		73-78,181-187	уметь курить вынимать сигарета рот объяснять ольга слеза дым никогда больше трущоба заводить бродячий судьба вера воротить нос испарение дым человеческий тело жилище
1090	дым	1.1		117-123	полукопченый колбасный изделие выпускать натуральный оболочка придавать эффектный внешний вид обработка дым лиственный порода дерево колоритный запах
1091	дым	1.2		35-41	яблоня окутать нежный бело-розовый дым
1092	дым	1.2		22-27	город морозный дым
1093	дым	1.2		8-12	зеленый дым весенний лес
1094	дым	1.2		53-58	вставать крест нашивка снежный дым
1095	дым	1.2		31-35	проходить белый яблоня дым
1096	дым	1.2		126-131	внезапно ощущать тоска блеск ветер солоноватый запах морской вода лисс жаркий переулок розовый дым облако стремительно взлетать синева небосвод
1097	дым	1.2		41-47	лопаться почка дерево окуриться зеленый дым
1098	дым	1.2		7-11	дым поземка танк ворочаться нескошенный высокий пшеница
1099	дым	1.2		122-126	сахар разваливаться большой кусок потом распадаться мелкий крошка потом вовсе растаивать пустить вода как прозрачный дым
1100	дым	2		35-40	обкладывать крестьянин дань соха дым
1101	дым	2		19-25	деревня дым
1102	дым	2		46-51	размер налог традиционно шкурка дым
1103	дым	2		47-51	начало век англия вводить налог «ный дым» англичанин начинать разбирать печной труба
1104	дым	2		70-75	хазара накладывать поляна северянин вятичий дань бель веверица дым
1105	дым	2		120-125	[тарас бульба самоуправный входить село где жаловаться притеснение арендатор прибавка новый пошлина дым
1106	дым	2		75-80	баня сей лето рубль алтын драть погреб рубль дым гривень валежный деньги точение топор гривно
1107	дым	2		35-41	проехать какой-то деревня дюжина дым душа
1108	дым	2		47-52	крепостной время принятый брать налог «дыма»
1109	дымок	1		17-23	голубой утренний дымок
1110	дымок	1		13-19	гора синий дымок
1111	дымок	1		11-17	выплыть дымок
1112	дымок	1		17-24	горизонт затянуть дымка
1113	дымок	1		0-6	дымка по-прежнему висеть гора аю-даг небо расчиститься там шар ниточка висеть густо-синий небо крупный звезда
1114	дымок	1		103-109	лето уже начинаться наступление сумерки неощутимый ехать светлый прозрачный июньский дымок город
1115	дымок	1		26-33	небо затянуть плотный дымка медленно опускаться тусклый красный солнце резко обведять круглый контур
1116	дымок	1		63-69	застилать окно туман вдруг начинать розоветь переходить палевый дымок наконец голубой яркий свет хлынуть наклонный стекло
1117	дымок	1		35-42	окно окутать дождевый дымка виднеться ровный ржаный поле бурый жнививать
1118	дымок	2		16-22	ностальгический дымок
1119	дымок	2		0-6	дымок таинственность
1120	дымок	2		7-13	дымок воспоминание
1121	дымок	2		10-16	волшебный дымок прошлый
1122	дымок	2		151-157	видно пронзить совсем простой правдивый строчка напоминать «тихой медовый глаза» давно уже как раствориться магический дымок прошлый
1123	дымок	2		133-139	представление великий секретный миссия мир необъяснимый деталь биография казаться странный главное дымок секретность окружать каждый шаг
1124	дымок	2		33-40	жизнь моряк всегда окутать дымка романтический приключение
1125	дымок	2		56-63	воспоминание уже обволокться светлый обезболивающая дымка
1126	дымок	2		190-196	издалека человек казаться нина александровна смазать немного прозрачный приближаться человек густеть обрастать румянец шуба иногда борода терять какой-то пленительный дымок
1127	дыхание	4.2			тайна
1128	дыхание	4.2		0-8	дыхание тайна
1129	дыхание	4.2		37-45	юношеский стих чувствовать дыхание истинный талант
1130	дыхание	4.2		0-8	дыхание эпоха покорять фильм герман
1131	дыхание	4.2		39-47	гулять кадашевская слобода ощущать дыхание прошлое
1132	дыхание	4.2		0-8	дыхание поэзия история завораживать улица новый район город «дефанс» иметь общий любимый париж
1133	дыхание	4.2		71-80	судьба петербург овеять какой-то трагический таинственность дыхание какой-то рок
1134	дыхание	4.2		118-126	неизменный ветхий серый пальтецо рука старый черный портфель ощущать болезненно ранить дыхание бедность одиночество
1135	дыхание	1.1		7-15	ровный дыхание
1136	дыхание	1.1		17-25	прислушиваться дыхание больной
1137	дыхание	1.1		10-18	задерживать дыхание
1138	дыхание	1.1		30-38	теплый душный человеческий дыхание запах воск ладан кадильный курение
1139	дыхание	1.1		82-90	начинать выступать москвин масса человек замереть слышаться дыхание
1140	дыхание	1.1		33-41	кашель прекращаться дыхание тигрица становиться хриплый
1141	дыхание	1.1		122-130	пахнуть сырость глина апенушкин работать остервенело ком земля падать андрей николаевич песок скрипеть зуб дыхание тяжелый громкий
1142	дыхание	1.1		16-24,101-109	воздух дыхание выходить шум дышать еще трудный значит градус дыхание шумный заметный одышка градус
1143	дыхание	1.2		7-15	орган дыхание
1144	дыхание	1.2		8-16	процесс дыхание
1145	дыхание	1.2		4-12	дыхание растение поглощать кислород выделять углекислый газ
1146	дыхание	1.2		39-47	рыба дополнительный орган дыхание являться кишечник
1147	дыхание	1.2		137-145	основной объяснение базисный действие аромавещество организм оздоровительный влияние клетка нормализация метаболизм дыхание воспроизводимости
1148	дыхание	1.2		84-92	сплошной полив шланг поверхность почва образовываться корка препятствовать дыхание корневой система
1149	дыхание	1.2		36-44	первый точный исследование процесс дыхание растение принадлежать соссюра
1150	дыхание	1.2		0-8	дыхание насекомое осуществляться помощь трахея ветвиться трубочка непосредственно соединять клетка внутренний орган воздушный среда
1151	дыхание	1.2		50-58	линя сом угрь иметься дополнительный кожный дыхание
1152	дыхание	2		11-19	хватать дыхание
1153	дыхание	2		20-28	произносить дыхание
1154	дыхание	2		150-158	так слушать вынимать записной книжка бровь бывать короткий средний длинный прямой дугообразный ломаный извилистый сблизить ух дыхание хватать
1155	дыхание	2		29-37	выпалить слово один дыхание мгновенно становиться легкий
1156	дыхание	2		21-29	скворцова хватать дыхание вынырнуть оглядываться лида видно
1157	дыхание	3.1		7-15	свежий дыхание
1158	дыхание	3.1		10-18	зловонный дыхание
1159	дыхание	3.1		6-14	теплый дыхание
1160	дыхание	3.1		7-15	пара дыхание
1161	дыхание	3.1		16-25	согревать дыхание
1162	дыхание	3.1		20-28	чувствовать щека дыхание девушка
1163	дыхание	3.1		8-16	горячий дыхание зверь давать дышать почти терять сознание видеть правый глаз кончик клыкий
1164	дыхание	3.1		91-100	бросать прошептать люба разнимать рука греть щека шея теплый дыхание
1165	дыхание	3.1		11-19	нагнуться дыхание больной щека ощутимо горячий сказать дочка дух долго свет маяться
1166	дыхание	3.1		21-29	густой пар идти дыхание
1167	дыхание	3.1		3-11,66-74	дыхание смешиваться один абарчук казаться дыхание сливаться
1168	дыхание	3.2		7-15	свежий дыхание море
1169	дыхание	3.2		10-18	опалять дыхание пустыня
1170	дыхание	3.2		23-31	здесь чувствовать дыхание море
1171	дыхание	3.2		106-114	сердце гулко стучать сказываться высота горячий сухой воздух внезапно натекать струя холодный дыхание ледник
1172	дыхание	3.2		129-137	порыв сухой ветер вздуть волос направление море здесь километр юг тель-авив уже чувствовать дыхание пустыня
1173	дыхание	3.2		77-85	жара немного умерять ветер осенний время уже доносить горячий дыхание пустыня калахари
1174	дыхание	3.2		48-56	отправляться пристань где уже чувствовать дыхание море
1175	дыхание	4.1		0-8	дыхание зима
1176	дыхание	4.1		0-8	дыхание могила
1177	дыхание	4.1		35-43	деревушка уже чувствовать дыхание фронт
1178	дыхание	4.1		37-45	еще совсем теплый уже чувствовать дыхание близкий осень
1179	дыхание	4.1		35-43,47-55	смерть совсем рядом ощущать дыхание дыхание пугать воспринимать свежий ветер
1180	дыхание	4.1		0-8	дыхание лагерь чувствовать много километр тянуться сгущаться провод шоссейный железный дорога
1181	дыхание	4.1		40-48	быть великолепный погода уловимый дыхание осень
1182	дыхание	4.1		107-115	теплый весенний день становиться прохладный слегка подмораживать мягкий холодный воздух чувствоваться дыхание весна
1183	дьявол	1		13-21	продавать душа дьявол
1184	дьявол	1		12-20	отрекаться дьявол
1185	дьявол	1		18-26	бояться сам дьявол
1186	дьявол	1		102-109	человек всегда определять как жить человек мочь делать бог дьявол сам
1187	дьявол	1		110-117	теперь обращаться рассказывать маленький гениальный человек так легко уживаться бог дьявол
1188	дьявол	1		78-86	человек смотреть сверху вниз бог смотреть сверху вниз дьявол превзоходить
1189	дьявол	1		27-35	красота-то дьявол еще богомил плотин очень убедительно доказывать
1190	дьявол	1		14-22	нет дьявол растеряться мура вскричать иван николаевич
1191	дьявол	2.1		15-22	маленький дьявол укусить
1192	дьявол	2.1		7-14	старый дьявол обмануть хватать
1193	дьявол	2.1		4-12	дьявол опытный конечно обманывать задурить много слышать история медсестр телефонистка девчонка -школьница становиться воля «пепеже» командир полк артдивизион
1194	дьявол	2.1		62-69	бывать шаг отоходить вал уже где-нибудь косматый дьявол сидеть караулить чуть зазеваться глядеть аркан шея пуля затылок
1195	дьявол	2.1		176-183	подбегать западня стать вынимать птица злобно клевать круглый мутный ноготь бросать дверка клетка говорить раз злой злой дьявол так норовить ухватить палец
1196	дьявол	2.2		6-13	умный дьявол
1197	дьявол	2.2		20-27	талантливый дьявол
1198	дьявол	2.2		21-28	хитрый ох хитрый дьявол первый раз брать теперь брать
1199	дьявол	3		4-11	дьявол опять опаздывать
1200	дьявол	3		8-15	тьфу дьявол забывать ключ
1201	дьявол	3		0-7	дьявол казаться карточка где-то оставлять
1202	дьявол	3		111-118	скатиться кубарем последний ступень тут бросаться пульт управление барьер дьявол ржавый железяка заклинить желать возвращаться место
1203	дьявол	3		0-7	дьявол сказать ребенок охота
1204	дьявол	3		104-111	надо звонить сообщать происходить просить помощь отвираться валить лиходеев тьфу дьявол раз расстраивать директор класть рука трубка дважды снимать
1205	евро	1		7-12	евро
1206	евро	1		5-10	курс евро
1207	евро	1		81-86	сила ослабление доллар сша многие человек стать отдавать предпочтение евро валюта можно хранить сбережения
1208	евро	1		69-74,128-133	общий золотовалютный резерв евросистема центральный банк зона евро европейский центральный банк составлять миллиард евро
1209	евро	1		92-97	александр васильевич просьба следующий раз возможность хорошо евро избежание провокация знать курс сейчас прыгать ходить менять
1210	евро	1		159-164	обсуждать абдильдый вид овечий приплод руслан несомненный преимущество американский доллар невиданный покамест берег иссык-куль евро
1211	евро	1		70-75	быть еще введение единый европейский валюта название «евро»
1212	евро	2		7-12	рваный евро
1213	езда	1		8-13	быстрый езда
1214	езда	1		7-12	долгий езда
1215	езда	1		0-5	езда машина
1216	езда	1		4-9	час езда
1217	езда	1		10-15	уставать езда
1218	езда	1		133-138	слушать ребята вдруг сказать игорь серьезно задумывать подрабатывать ехать рыболовецкий колхоз «прожектор» час езда автобус отсюда
1219	езда	1		68-73	странный чувство сказать евгения николаевна двухдневный езда бесплацкартный вагон помыться ванна казаться вернуться время мирный блаженство
1220	езда	1		83-88	крутой останавливать лошадь слезать прихрамывать непривычно долгий верховой езда докладывать товарищ комдив немец недалеко
1221	езда	1		11-16	любить езда ночной город пустой улица казаться декорация какой-то старый фильм невозможный день ощущение легкость освобождение забота
1222	езда	2		23-28	уставать бесконечный езда москва обратно
1223	езда	2		77-83	родитель невдомекать соседка истязать ежедневный езда москва
1224	езда	2		54-59	собачий хор слышаться усталость зима бесконечный езда торос нерпый
1225	езда	2		11-16	впрочем езда лужники теплый стан подрывать энтузиазм очень тяжелый
1226	езда	2		32-37	так жить город езда город надежный машина нет как говорить факультет предоставить транспортный средства поездка москва лекция
1227	жаворонок	1		17-27	небо заливаться жаворонок
1228	жаворонок	1		6-16	самец жаворонок петь лет
1229	жаворонок	1		92-102	трещать кузнечик звенеть стеклянный крылышко стрекоза где-то высоко небо распевать жаворонок
1230	жаворонок	1		109-119	здравствовать сказать гагин входить раненько потревожить смотреть утро свежесть роса жаворонок петь
1231	жаворонок	1		68-80	укрываться тень дерево хиротаро еще минута наблюдать жаворонок один другой взмывать степь
1232	жаворонок	1		7-17	редкий жаворонок вспорхнуть нога редкий коршун проплывать вышина ящерка прошуршать
1233	жаворонок	2		10-20	муж жаворонок сова
1234	жаворонок	2		54-65	инфаркт миокард «сов» раз часто «жаворонков»
1235	жаворонок	2		86-96	так привыкать край наблюдать рассвет вернуться москва жаворонок дремучий сова полгода инерция просыпаться утро трепет ожидать первый луч солнце касаться спать орехово-борисов
1236	жаворонок	2		101-111	грызть гранит наука оставаться совсем недолго там можно полностью переквалифицироваться жаворонок сова
1237	жаворонок	2			сова
1238	жало	1		0-5	жало пчела
1239	жало	1		87-92	пчела исхитриться укусить кисть рука застревать сила вытаскивать жало
1240	жало	1		0-5	жало пчела иметь конец зубрить гарпун состояние вытаскивать кожа жертва
1241	жало	1		84-89	аллерген вызывать реакция человек находиться яд насекомое вводимый жало тело жертва
1242	жало	1		37-42	укусить оса аккуратно вытаскивать жало протереть место укус спирт водка
1243	жало	2		18-24	паяльник медный жало
1244	жало	2		31-36	крючок вводить спина наживка жало выводить наружу голова
1245	жало	2		75-80	живой упирать носок кирзовый сапог кончик коса стать точить неровный жало
1246	жало	2		64-70	мерно раскачиваться рука винтовка посверкивать солнце жало штыка
1247	жало	2		63-68	хороший клев рыболов предпочитать закрывать жало крючок
1248	жало	2		87-92	электропаяльник состоять корпус вставить нагреватель ввинчиваться жало паяльник
1249	жертва	1.1		0-7	жертва бог
1250	жертва	1.1		11-18	приносить жертва ягненка
1251	жертва	1.1		16-23	бог допускать жертва авраам
1252	жертва	1.1		41-48	иисус говорить противный богатый жертва радоваться любовь милосердие человек друг друг цитата пророк
1253	жертва	1.1		53-60	надо искать надо приносить час жертва волга садко купец богатый гость
1254	жертва	1.1		0-7	жертва бедный женщина единственный порадовать тронуть сердце христос иерусалим
1255	жертва	1.1		77-84	поэма бродский исаак спрашивать отец где агнец приносить жертва авраам отвечать «господь сам усмотрит»
1256	жертва	1.1		18-25	умилостивительный жертва животное охраняять вход аид тип цербер др. рассматривать другой глава
1257	жертва	1.2		17-24	храм строить жертва простой человек
1258	жертва	1.2		41-48	завещать передавать имущество жертва бедный
1259	жертва	1.2		173-180	формальность юридический связь правило община существовать тесно сплочеть целое добровольно соединяться добровольно нести труд жертва польза община
1260	жертва	1.2		51-58	обещать виконт прощение церковь крупный денежный жертва польза
1261	жертва	2		22-29	готовый любой жертва искусство
1262	жертва	2		32-38	победа доставаться цена огромный жертва
1263	жертва	2		20-27	оценить жертва
1264	жертва	2		24-31	любовь приносить жертва карьера
1265	жертва	2		87-94	несчастливый жертвовать надеяться -нибудь оценить жертва -нибудь понимать глубокий нежность зависеть условие
1266	жертва	2		84-91	существо благороднейший добрейший существо любить способный жертва
1267	жертва	2		18-25	уметь приносить жертва колебаться выпячивать жертвенность
1268	жертва	2		48-55	хоть какой-то исторический этап приносить жертва обеспечивать россия процветание
1269	жертва	3.1		14-21	тигр намечать жертва готовить прыжок
1270	жертва	3.1		26-35	очкарик часто становиться жертва насмешка класс
1271	жертва	3.1		0-9	жертва эпидемия уже становиться человек
1272	жертва	3.1		0-8	жертва строитель становиться старинный флигель
1273	жертва	3.1		5-12	а1 жертва а2
1274	жертва	3.1		19-25	осквернение память жертва нацизм вызов международный сообщество
1275	жертва	3.1		119-127	холодок страх касаться штрум всегда тайно жить сердце страх гнев государство страх оказываться жертва гнев обращать человек пыль
1276	жертва	3.1		52-61	теперь легкий устанавливать становиться жертва один шайка возглавлять таинственный маг
1277	жертва	3.1		23-32	конец осень москва жертва холод становиться человек
1278	жертва	3.1		87-94	преступник отказываться план преступление узнавать предполагать жертва вооруженный
1279	жертва	3.2		0-7	жертва искусство
1280	жертва	3.2		8-16	становиться жертва собственный глупость
1281	жертва	3.2		34-43	знаменитый человек часто оказываться жертва популярность
1282	жертва	3.2		12-20	андрей жертва собственный слава имя беспрестанно трепать газета
1283	жертва	3.2		7-15	первый жертва популярность семинар пасть приходить человек иногда число добирать
1284	жертва	3.2		113-121	страдать казаться особенный форма мание преследование впрочем довольно распространенный жертва зависть интрига безмолвный литературный заговор
1285	жертва	3.2		91-99	наряд говорить «смотри я» наоборот кричать тяжело живться жертва моды» правда
1286	жестокость	1		9-20	звериный жестокость
1287	жестокость	1		18-30	убийство особый жестокость
1288	жестокость	1		9-20	проявлять жестокость
1289	жестокость	1		70-82	быть год турок резать армянин нечеловеческий жестокость
1290	жестокость	1		61-72	опера «леди макбет» талантливый воплощение сентиментальный жестокость проповедь звериный эгоизм злоба вседозволенность
1291	жестокость	1		26-37	подавление свобода слово жестокость красный террор вызывать отпор левый российский интеллигенция
1292	жестокость	1		94-105	приблизить единственный глаз лицо видеть черный зрачок столько ярость жестокость почувствовать холодеть ужас
1293	жестокость	1		53-65	рассказывать голод деревня непоколебимый жестокость забирать хлеб последний зерно
1294	жестокость	2		8-19	творить жестокость
1295	жестокость	2		10-21	совершать жестокость
1296	жестокость	2		119-130	выясняться северный столица процент горожанин считать необходимый вообще запрещать фильм сцена насилие жестокость
1297	жестокость	2		102-113	взглядывать незаконченный сводка подавить сочувствие дело высокий симпатия сознавать совершать жестокость сказать точка
1298	жестокость	2		114-127	последующий год россия господствовать польша иногда господство сопровождаться неслыханный жестокость например расстрел катынский лес
1299	жестокость	2		8-19	жертва жестокость лишение нипочем совершать имя россия трудовой человечество имя счастье трудовой люд
1300	жидкость	1		22-31	бесцветный прозрачный жидкость
1301	жидкость	1		9-18	откачать жидкость плевральный полость
1302	жидкость	1		0-9	жидкость плохо выводить организм
1303	жидкость	1		110-120	доставать карман покупать дорога одеколон «красный мак» отвинтить пробка стать поливать острый пахучий жидкость след
1304	жидкость	1		82-91	михайлов сам варить кофе разливать чашка горячий пряный жидкость
1305	жидкость	1		88-98	лежать скатерть лампа заранее приготовить шприц спирт ампула жидкость густой чайный цвет
1306	жидкость	2		0-9	жидкость снятие лак
1307	жидкость	2		10-19	тормозной жидкость
1308	жидкость	2		92-101	едва первый запомниться сын вениамин запах жизнь острый запах асидол жидкость чистка пуговица
1309	жидкость	2		73-82	бабушка еще раз осмотреться запихнуть пустой обертка бутылочка жидкость мытье посуда
1310	жидкость	2		107-117	размещать багажник огнетушитель литровый банк моторный масло более пятилитрововать канистра жидкость омыватель негде
1311	жидкость	2		39-48	масло тормозной охлаждать жидкость капот должен сочиться подтекать более капать
1312	жить	1			кровь течь жила
1313	жить	1			шея вздуться жила
1314	жить	1			мясо невозможный сплошной жила
1315	жить	1			вдруг становиться видно носилки непосильно тяжелый тянуть жила рука внезапно слабеть лишаться сила
1316	жить	1			жила напрягаться коричневый шея работать длинный апатичный лицо приобретать выражение угрюмый счастливый упорство
1317	жить	1			маргарита раскрывать глаз делать глоток сладкий ток пробегать жила ухо начинаться звон
1318	жить	1		68-73	корень земля жила течь предок кровь жить ген продолжение
1319	жить	2			золотоискатель удаваться находить золотоносный жила
1320	жить	2		25-30	здесь проходить кварцевая жить
1321	жить	2		0-5	жить залегать глубоко толстый слой порода
1322	жить	2		94-98	глубина метр уже так жаркий работать становиться невозможный разработка рудный жить прекращаться
1323	жить	2		34-38	асбест месторождение иметь вид жить серо-зеленоватый цвет внедрять порода
1324	жить	2			темно-серый каменный масса разбивать разветвлять жила красный порода кровавый артерие
1325	жить	2		116-120	жила диабаз кварцевый порфир нередко иметь поколение можно судить пересечение жить один порода
1326	жить	3			медный жила кабель
1327	жить	3			нужный трехжильный провод тут жила
1328	жить	3		9-13	изоляция жить повредить
1329	жилец	1		22-30	завтра собрание жилец дома повод установка счетчик вода
1330	жилец	1		18-24	заливать верхний жилец
1331	жилец	1		0-7	жилец соседний квартира писать жалоба
1332	жилец	1		39-47	старший подъезд выбирать жилец
1333	жилец	1		60-67	подъезд дело хлопать дверь площадка собираться жилец
1334	жилец	1		24-32	дом мало новый жилец большинство старожил
1335	жилец	1		148-156	маргарита входить подъезд видеть рядом лифт стена черный громадный доска выписать белый буква номер квартира фамилия жилец
1336	жилец	1		39-47	дом ходить агитатор уговаривать жилец голосовать как можно рано
1337	жилец	1		2-10	жилец первый этаж окно грядка иногда кролик курица
1338	жилец	2		28-36	квартирный хозяйка замучить жилец придирка так решать съехать
1339	жилец	2		39-47	собираться сдавать квартира жилец пока находить
1340	жилец	2		0-7	жилец хотеть официально оформлять договор аренда
1341	жилец	2		36-45	женщина бедный кормиться жилец
1342	жилец	2		103-111	анна францевна фужере пятидесятилетний почтенный очень деловой дама комната сдавать жилец
1343	жилец	2		15-22	передать жилец должен непременно учиться
1344	жилец	2		46-53	многие сдавать площадь бояться жилец бесконтрольно болтать междугородень связь потом съедать оставлять километровый счет неоплачять
1345	жир	1		17-22	есть так много жир вредный печень
1346	жир	1		61-67	лечиться барсучий жиромв питание необходимый баланс белок жир углевод
1347	жир	1		74-79	приготовление блюдо использовать растительный так животный жир
1348	жир	1		0-6	жир надо смазывать сказать отец исследовать ожог
1349	жир	1		31-36	есть губа лосниться жир капля стекать подбородок
1350	жир	1		55-62	быть заветный мешочек крупа сахар рыба жир
1351	жир	1		50-56	тут пахнуть пыль керосин какой-то технический жир тип вазелин
1352	жир	1		93-97	закусывать остывший чебурека белый пленка застывать прогорклый масло бараний жир
1353	жир	2		8-13	складка жир
1354	жир	2		13-18	толстый слой жир
1355	жир	2		37-42	лена толстый бок складка жир
1356	жир	2		131-136	павел николаевич наблюдать как идти бассейн хозяин дом трястись широченный ляжка спина шмарина гигантский отложение жир
1357	жир	2		63-68	фигура трудный подбирать хороший одежда слишком много жир
1358	жир	2		35-40	захлопнись лениво отвечать гора жир выкладывать денежка смотреть
1359	жир	2		0-5	жир сгонять приезжать засидеться думать тут погулять теннис поиграть
1360	жребий	1		15-22	решать бросать жребий ехать станция
1361	жребий	1		3-10	жребий выпадать ехать
1362	жребий	1		89-96	утренний дойка привычно заспать объездчик прожевать завтрак приниматься бросать жребий сегодня куда
1363	жребий	1		74-81	долго спорить открывать джин виски водка конец конец кидать жребий выпадать виски
1364	жребий	1		13-20	тянуть жребий устраивать тайный голосование
1365	жребий	1		108-115	фамилия присутствующий записывать тут терраса свет иллюминация поручик ильин аккуратно скатать жребий опускать чей-то подставить фуражка
1366	жребий	1		36-43	участок сам выбирать жребий выпадать
1367	жребий	2		8-15	трудный жребий
1368	жребий	2		26-33	уготовать страшный жребий
1369	жребий	2		18-25	таков видно жребий
1370	жребий	2		47-54	слабый печальный душа покориться жребий
1371	жребий	2		97-105	так протекать мирный жизнь человек четыреста жалование уметь довольный жребий
1372	жребий	2		27-34	тяготеть несчастный жребий жена политический заключенный глаз как делить тяжесть вина черный злодей однажды неосторожно вверить судьба
1373	жребий	2		102-109	плыть ладья имя герой источник хороший настроение благо счастливый жребий
1374	жребий	2		26-33,75-82	бедный таня жребий равны» мать выбирать самый тяжелый жребий вдвое старший вдовец ребенок влюблять покойница
1375	заведение	1		15-25	высший учебный заведение
1376	заведение	1		28-38	средний специальный учебный заведение
1377	заведение	1		34-44	лето студент высший учебный заведение проходить практика
1378	заведение	1		45-55	учебный научно -исследовательский заведение
1379	заведение	2		58-69	цена ресторан гораздо низкий другой подобный заведение
1380	заведение	2		23-33	надо посещать заведение
1381	заведение	2			замечать игорь владимирович
1382	заведение	2		89-99	приблизительный время научаться танцевать раз посещать подруга заведение «парадиз» бальный зал где цимбала улюлюкание джаз пожилой мужчина делать весьма откровенный предложение
1383	заведение	2		24-35	ахимас становиться игорный заведение дорогой гость
1384	заведение	2		46-57	ресторан «альпийский роза» вообще-то считать заведение чинный европейский
1385	заведение	2		33-43	знак добропорядочность заведение стена красоваться надпись запомнить истина
1386	заведение	2			клуб идти
1387	заведение	2			брать жена
1388	заведение	3		10-20	кузнечный заведение
1389	завещание	1		13-23	наследник завещание
1390	завещание	1		25-35	указывать душеприказчик завещание
1391	завещание	1		10-20	оглашение завещание назначать завтра
1392	завещание	1		18-28	какой-то странный завещание внук деньги приют кошка
1393	завещание	1		98-108	какой-то дальний тетка самый имя неизвестный чертопханов оставлять духовный завещание сумма огромный глаз целый тысяча рубль
1394	завещание	1		141-151	дед анечка всегда чувствовать дом потому еще год назад «старый книжный червь любимый дед» отписывать завещание квартира машина дача
1395	завещание	1		40-50	сказать отдавать завещание вступать сила
1396	завещание	1		78-88	мама начинать проклинать дрожь голос знать отец оставлять завещание польза
1397	завещание	1		8-18	завещание дом имущество сын
1398	завещание	1		84-94	праздновать восьмидесятипятилетие адмирал приводить дело порядок огласить завещание застрелиться револьвер система «бульдог»
1399	завещание	2		0-10	завещание друг
1400	завещание	2		33-43,84-95	стихотворение своеобразный завещание поэта«письмый съезду» политический завещание ленин
1401	завещание	2		82-92	ночь дуэль убийство галуа писать письмо друг шевалье письмо -завещание излагать оригинальный глубокий идея хотеть унести могила
